api_well_number,county,company_name,api_hole_number,sidetrack_code,completion_code,well_type_code,production_field,well_status_code,well_name,town,producing_formation,months_in_production,gas_produced_mcf,water_produced_bbl,oil_produced_bbl,reporting_year,new_georeferenced_column
31003656770000,Allegany,Pine Oil Co.,65677,00,00,OD,Richburg,NR,Pine Oil 22,Genesee,Richburg,0,0.0,0.0,0.0,2012,"Genesee, NY
(42.02693, -78.205893)"
31003663270000,Allegany,Betsy Bug Ltd.,66327,00,00,OD,Richburg,AC,Bucher 5,Bolivar,Richburg,5,0.0,100.0,12.0,2012,"Bolivar, NY
(42.066701, -78.167667)"
31029190000000,Erie,"Eclipse Energy Company, LLC",19000,00,00,GD,North Collins,AC,Ptak 1,North Collins,Medina,12,0.0,0.0,0.0,2012,"North Collins, NY
(42.595159, -78.940951)"
31009664150000,Cattaraugus,M. J. McCaffery Oil Co.,66415,00,00,OD,Chipmunk,NR,Hill 17,Carrollton,Chipmunk,1,0.0,5.0,5.0,2012,"Carrollton, NY
(42.023289, -78.628438)"
31009646620000,Cattaraugus,"Kellner, Christian F.",64662,00,00,OD,Bradford,NR,Utter Purchase 30,Allegany,Bradford,3,0.0,1.0,1.0,2012,"Allegany, NY
(42.088061, -78.491258)"
31009212280000,Cattaraugus,Pioneer Central School District,21228,00,00,GD,Chaffee-Arcade,NR,Pioneer Cent.Sch.Dist.1,Yorkshire,Medina,12,5736.0,0.0,0.0,2012,"Yorkshire, NY
(42.530173, -78.472591)"
31013156010000,Chautauqua,"Eclipse Energy Company, LLC",15601,00,00,GD,Lakeshore,AC,Pagano Ee1,Sheridan,Medina,12,1922.0,0.0,0.0,2012,"Sheridan, NY
(42.485764, -79.241801)"
31009673490000,Cattaraugus,M. J. McCaffery Oil Co.,67349,00,00,OD,Chipmunk,NR,Sue 41,Carrollton,Chipmunk,0,0.0,0.0,0.0,2012,"Carrollton, NY
(42.023289, -78.628438)"
31009193620000,Cattaraugus,M. J. McCaffery Oil Co.,19362,00,00,OD,Chipmunk,NR,Hill Lease 4,Carrollton,Chipmunk,10,0.0,10.0,300.0,2012,"Carrollton, NY
(42.023289, -78.628438)"
31003656670000,Allegany,Pine Oil Co.,65667,00,00,OD,Richburg,NR,Pine Oil 12,Genesee,Richburg,6,0.0,16.0,4.0,2012,"Genesee, NY
(42.02693, -78.205893)"
31009669370000,Cattaraugus,"Campbell, Philip Brian",66937,00,00,OD,Bradford,PA,Dutka 7,Carrollton,Bradford,0,0.0,0.0,0.0,2012,"Carrollton, NY
(42.023289, -78.628438)"
31003657210000,Allegany,Pine Oil Co.,65721,00,00,IW,Richburg,NR,Pine Oil 134,Genesee,Richburg,0,0.0,0.0,0.0,2012,"Genesee, NY
(42.02693, -78.205893)"
31009646720000,Cattaraugus,"Kellner, Christian F.",64672,00,00,OD,Bradford,NR,Utter Purchase 40,Allegany,Bradford,3,0.0,1.0,1.0,2012,"Allegany, NY
(42.088061, -78.491258)"
31003608110000,Allegany,James V. Joyce/DBA Pipeline Co.,60811,00,00,GD,Andover,NR,Livermore 8,Andover,Penny,0,0.0,0.0,0.0,2012,"Andover, NY
(42.156405, -77.795231)"
31003560740000,Allegany,"Smith, Daniel E. Jr.",56074,00,00,OD,Clarksville,NR,Smith 008,Clarksville,Richburg,0,0.0,0.0,0.0,2012,"Clarksville, NY
(42.575802, -73.964401)"
31029148220000,Erie,"Petch, Arthur & Susan",14822,00,00,GD,Lakeview,NR,Layton Charles 1,Evans,Medina,0,0.0,0.0,0.0,2012,"Evans, NY
(42.638457, -79.027689)"
31013176140000,Chautauqua,"Wallace, Scott",17614,00,00,GD,Lakeshore,NR,"Wallace, M 1",French Creek,Medina,12,1.0,0.0,0.0,2012,"French Creek, NY
(42.053599, -79.703602)"
