API Well Number,County,Company Name,API Hole Number,Sidetrack Code,Completion Code,Well Type Code,Production Field,Well Status Code,Well Name,Town,Producing Formation,Months in Production,"Gas Produced, Mcf","Water Produced, bbl","Oil Produced, bbl",Reporting Year,New Georeferenced Column
31009055570000,Cattaraugus,Not Applicable,05557,00,00,NL,Not Applicable,VP,Voided Permit,UNK,Chipmunk,,,,,2001,
31009133440000,Cattaraugus,Iroquois Gas Corp.,13344,00,00,OD,Not Applicable,PA,F.Johnson 1,UNK,Not Applicable,0,0,,,2001,
31009134270000,Cattaraugus,Iroquois Gas Corp.,13427,00,00,OD,Not Applicable,IN,L.Angore (Bridges),UNK,Not Applicable,0,0,,,2001,
31009134190000,Cattaraugus,Iroquois Gas Corp.,13419,00,00,OD,Not Applicable,IN,Koelzow,UNK,Not Applicable,0,0,,,2001,
31029154370000,Erie,"Flint Oil & Gas, Inc.",15437,00,00,NL,Not Applicable,NR,"Renaldo, P. A. 1",UNK,Not Applicable,,,,,2001,
31009133270000,Cattaraugus,Iroquois Gas Corp.,13327,00,00,OD,Not Applicable,PA,W.Moore,UNK,Not Applicable,0,0,,,2001,
31029034870000,Erie,Iroquois Gas Corp.,03487,00,00,GD,Not Applicable,PA,Ewald Robert 1,UNK,Medina,0,0,,,2001,
31009134000000,Cattaraugus,Iroquois Gas Corp.,13400,00,00,OD,Not Applicable,IN,Kenworth,UNK,Not Applicable,0,0,,,2001,
31009134120000,Cattaraugus,Iroquois Gas Corp.,13412,00,00,OD,Not Applicable,IN,Moran,UNK,Not Applicable,0,0,,,2001,
31009133200000,Cattaraugus,Iroquois Gas Corp.,13320,00,00,OD,Not Applicable,PA,Hatch,UNK,Not Applicable,0,0,,,2001,
31009134280000,Cattaraugus,Iroquois Gas Corp.,13428,00,00,OD,Not Applicable,IN,E.Blackman,UNK,Not Applicable,0,0,,,2001,
31009133200000,Cattaraugus,Iroquois Gas Corp.,13320,00,00,OD,Not Applicable,PA,Hatch,UNK,Not Applicable,,,,,2003,
31009133270000,Cattaraugus,Iroquois Gas Corp.,13327,00,00,OD,Not Applicable,PA,W.Moore,UNK,Not Applicable,,,,,2003,
31009133440000,Cattaraugus,Iroquois Gas Corp.,13344,00,00,OD,Not Applicable,PA,F.Johnson 1,UNK,Not Applicable,,,,,2003,
31009134000000,Cattaraugus,Iroquois Gas Corp.,13400,00,00,OD,Not Applicable,IN,Kenworth,UNK,Not Applicable,,,,,2003,
31009134120000,Cattaraugus,Iroquois Gas Corp.,13412,00,00,OD,Not Applicable,IN,Moran,UNK,Not Applicable,,,,,2003,
31009134190000,Cattaraugus,Iroquois Gas Corp.,13419,00,00,OD,Not Applicable,IN,Koelzow,UNK,Not Applicable,,,,,2003,
31009134270000,Cattaraugus,Iroquois Gas Corp.,13427,00,00,OD,Not Applicable,IN,L.Angore (Bridges),UNK,Not Applicable,,,,,2003,
31009134280000,Cattaraugus,Iroquois Gas Corp.,13428,00,00,OD,Not Applicable,IN,E.Blackman,UNK,Not Applicable,,,,,2003,
31029034870000,Erie,Iroquois Gas Corp.,03487,00,00,GD,Not Applicable,PA,Ewald Robert 1,UNK,Medina,,,,,2003,
31029154370000,Erie,"Flint Oil & Gas, Inc.",15437,00,00,NL,Not Applicable,NR,"Renaldo, P. A. 1",UNK,Not Applicable,,,,,2003,
31029034870000,Erie,Iroquois Gas Corp.,03487,00,00,GD,Not Applicable,PA,Ewald Robert 1,UNK,Medina,,,,,2004,
31009134000000,Statewide,Iroquois Gas Corp.,13400,00,00,OD,Not Applicable,IN,Kenworth,UNK,Not Applicable,0,0,0,0,2005,
31009133200000,Statewide,Iroquois Gas Corp.,13320,00,00,OD,Not Applicable,PA,Hatch,UNK,Not Applicable,0,0,0,0,2005,
31009133270000,Statewide,Iroquois Gas Corp.,13327,00,00,OD,Not Applicable,PA,W.Moore,UNK,Not Applicable,0,0,0,0,2005,
31009133440000,Statewide,Iroquois Gas Corp.,13344,00,00,OD,Not Applicable,PA,F.Johnson 1,UNK,Not Applicable,0,0,0,0,2005,
31009134120000,Statewide,Iroquois Gas Corp.,13412,00,00,OD,Not Applicable,IN,Moran,UNK,Not Applicable,0,0,0,0,2005,
31009134190000,Statewide,Iroquois Gas Corp.,13419,00,00,OD,Not Applicable,IN,Koelzow,UNK,Not Applicable,0,0,0,0,2005,
31009134270000,Statewide,Iroquois Gas Corp.,13427,00,00,OD,Not Applicable,IN,L.Angore (Bridges),UNK,Not Applicable,0,0,0,0,2005,
31009134280000,Statewide,Iroquois Gas Corp.,13428,00,00,OD,Not Applicable,IN,E.Blackman,UNK,Not Applicable,0,0,0,0,2005,
31029034870000,Statewide,Iroquois Gas Corp.,03487,00,00,GD,Not Applicable,PA,Ewald Robert 1,UNK,Medina,0,0,0,0,2005,
31009133440000,Cattaraugus,Iroquois Gas Corp.,13344,00,00,OD,Not Applicable,PA,F.Johnson 1,UNK,Not Applicable,0,,0,0,2006,
31009134190000,Cattaraugus,Iroquois Gas Corp.,13419,00,00,OD,Not Applicable,IN,Koelzow,UNK,Not Applicable,0,,0,0,2006,
31009134270000,Cattaraugus,Iroquois Gas Corp.,13427,00,00,OD,Not Applicable,IN,L.Angore (Bridges),UNK,Not Applicable,0,,0,0,2006,
31009133270000,Cattaraugus,Iroquois Gas Corp.,13327,00,00,OD,Not Applicable,PA,W.Moore,UNK,Not Applicable,0,,0,0,2006,
31009134000000,Cattaraugus,Iroquois Gas Corp.,13400,00,00,OD,Not Applicable,IN,Kenworth,UNK,Not Applicable,0,,0,0,2006,
31009134120000,Cattaraugus,Iroquois Gas Corp.,13412,00,00,OD,Not Applicable,IN,Moran,UNK,Not Applicable,0,,0,0,2006,
31029034870000,Erie,Iroquois Gas Corp.,03487,00,00,GD,Not Applicable,PA,Ewald Robert 1,UNK,Medina,0,0,0,,2006,
31009134280000,Cattaraugus,Iroquois Gas Corp.,13428,00,00,OD,Not Applicable,IN,E.Blackman,UNK,Not Applicable,0,,0,0,2006,
31009133200000,Cattaraugus,Iroquois Gas Corp.,13320,00,00,OD,Not Applicable,PA,Hatch,UNK,Not Applicable,0,,0,0,2006,
31009134190000,Cattaraugus,Iroquois Gas Corp.,13419,00,00,OD,Not Applicable,IN,Koelzow,UNK,Not Applicable,12,0,0,0,2007,
31009134270000,Cattaraugus,Iroquois Gas Corp.,13427,00,00,OD,Not Applicable,IN,L.Angore (Bridges),UNK,Not Applicable,12,0,0,0,2007,
31029034870000,Erie,Iroquois Gas Corp.,03487,00,00,GD,Not Applicable,PA,Ewald Robert 1,UNK,Medina,12,0,0,0,2007,
31009133200000,Cattaraugus,Iroquois Gas Corp.,13320,00,00,OD,Not Applicable,PA,Hatch,UNK,Not Applicable,12,0,0,0,2007,
31009134280000,Cattaraugus,Iroquois Gas Corp.,13428,00,00,OD,Not Applicable,IN,E.Blackman,UNK,Not Applicable,12,0,0,0,2007,
31009133440000,Cattaraugus,Iroquois Gas Corp.,13344,00,00,OD,Not Applicable,PA,F.Johnson 1,UNK,Not Applicable,12,0,0,0,2007,
31009133270000,Cattaraugus,Iroquois Gas Corp.,13327,00,00,OD,Not Applicable,PA,W.Moore,UNK,Not Applicable,12,0,0,0,2007,
31009134000000,Cattaraugus,Iroquois Gas Corp.,13400,00,00,OD,Not Applicable,IN,Kenworth,UNK,Not Applicable,12,0,0,0,2007,
31009134120000,Cattaraugus,Iroquois Gas Corp.,13412,00,00,OD,Not Applicable,IN,Moran,UNK,Not Applicable,12,0,0,0,2007,
31003608090000,Allegany,James V. Joyce/DBA Pipeline Co.,60809,00,00,GD,Andover,NR,Livermore 6,Andover,Penny,0,0,0,0,2007,"Andover, NY
(42.156405, -77.795231)"
31051161450000,Livingston,"Lenape Resources, Inc.",16145,00,00,GD,Uhley Corners-Caledonia,AC,Macy 75,Caledonia,Medina,11,659,0,0,2002,"Caledonia, NY
(42.973152, -77.855225)"
31013209820000,Chautauqua,Empire Energy E&P LLC,20982,00,00,GD,Lakeshore,AC,"Palmer, Gr 2",Harmony,Medina,12,832,,,2002,"Harmony, NY
(42.074924, -79.486378)"
31029187640000,Erie,"Pfohl, William H. and Susan R.",18764,00,00,GD,Brant-Eden,IN,Fralick 2,Eden,Medina,12,222,0,0,2002,"Eden, NY
(42.652413, -78.896936)"
31011212380000,Cayuga,Minard Run Oil Co.,21238,00,00,GD,West Auburn,AC,Jellinghause 975-6,Springport,Queenston,12,1295,,,2002,"Springport, NY
(42.842233, -76.691958)"
31009127550000,Cattaraugus,"East Resources, Inc.",12755,00,00,OD,Bradford,PA,Enterprise Transit St 138,Allegany,"Chipmunk, Bradford 2nd & 3rd",12,0,0,98,2005,"Allegany, NY
(42.088061, -78.491258)"
31009118200000,Cattaraugus,"McCracken Oil & Gas, LLC",11820,00,00,OD,Bradford,AC,Clark W-6,Carrollton,"Chipmunk, Bradford 2nd & 3rd",0,,0,0,2004,"Carrollton, NY
(42.023289, -78.628438)"
31003667870000,Allegany,Hungerford Oil Partners,66787,00,00,OD,Clarksville,IN,Kingsbury 1,Clarksville,Clarksville,0,0,,,2003,"Clarksville, NY
(42.575802, -73.964401)"
31003662840000,Allegany,J. J. Bucher Producing Corp.,66284,00,00,OD,Richburg,AC,Perry 13,Bolivar,Richburg,12,,50,30,2005,"Bolivar, NY
(42.066701, -78.167667)"
31013191000000,Chautauqua,"Kastle Resources Enterprises, Inc.",19100,00,00,GD,Lakeshore,AC,Hotchkiss 2,Ellington,Medina,12,4632.8999999999996,125,,2001,"Ellington, NY
(42.215868, -79.108075)"
31009226600000,Cattaraugus,Case Brothers Inc.,22660,00,00,OD,Bradford,IN,Bucher w4,Carrollton,"Chipmunk, Bradford 1st,2nd,3rd",,,,,2001,"Carrollton, NY
(42.023289, -78.628438)"
31003699940000,Allegany,"Tjhung, Frank T.",69994,00,00,OD,Fulmer Valley,NR,GPS 1163,Wellsville,Not Applicable,0,,0,0,2005,"Wellsville, NY
(42.120693, -77.946058)"
31037139890000,Genesee,"Lenape Resources, Inc.",13989,00,00,GD,Uhley Corners-Caledonia,AC,Carney 36,Pavilion,Medina,12,3139,220,0,2004,"Pavilion, NY
(42.876072, -78.02272)"
31009684960000,Cattaraugus,"Armstrong Gas Company, LLC",68496,00,00,OD,Bradford,AC,Enright & Barry 7,Carrollton,Bradford,12,0,0,,2001,"Carrollton, NY
(42.023289, -78.628438)"
31011212760000,Cayuga,Minard Run Oil Co.,21276,00,00,GD,West Auburn,SI,Klock 1028-6,Fleming,Queenston,12,1342,0,0,2006,"Fleming, NY
(42.861718, -76.574086)"
31009650990000,Cattaraugus,"BDH Oil, Inc.",65099,00,00,OD,Chipmunk,NR,Nichols Run Go-19,Allegany,Chipmunk & Bradford 2nd,12,,1000,29,2002,"Allegany, NY
(42.088061, -78.491258)"
31003077440000,Allegany,"Klein, Roger, A. Jr.",07744,00,00,OD,Beech Hill-Independence,AC,Austin 40-5,Independence,Fulmer Valley,12,0,3,,2002,"Independence, NY
(42.088045, -77.781386)"
31003605360000,Allegany,"Simon of Bolivar Enterprises, Inc.",60536,00,00,NL,,VP,Bliss 1,,Not Applicable,0,0,0,0,2007,"NY
(42.921241, -75.59655)"
31037204380000,Genesee,United States Gypsum Co.,20438,00,00,GD,Huron Creek,AC,Horton 1,Pembroke,Medina,12,1117,20,0,2002,"Pembroke, NY
(42.997549, -78.435048)"
31013047840000,Chautauqua,"Southwell, R.C.",04784,00,00,OD,Busti,IN,Peereboom 1,Busti,Glade,4,0,3,25,2002,"Busti, NY
(42.038067, -79.283549)"
31003115920000,Allegany,Richardson Petroleum Corp.,11592,00,00,OD,Beech Hill-Independence,AC,18 Quintette-Stillma,Independence,Fulmer Valley,12,89,8,24,2003,"Independence, NY
(42.088045, -77.781386)"
31009240410000,Cattaraugus,SWEPI LP,24041,00,00,OD,Chipmunk,AC,Rumsey Devonian Sec 14 Lot 1-32,Allegany,Bradford & Chipmunk,12,1828,0,753,2006,"Allegany, NY
(42.088061, -78.491258)"
31003552640000,Allegany,"Bowker, Robert Edward Jr.",55264,00,00,OD,Fulmer Valley,IN,Costello-Barnes 3,Willing,Fulmer Valley,2,,0,4,2005,"Willing, NY
(42.085346, -77.922864)"
31003668940000,Allegany,"Burdick, Jeffery",66894,00,00,OD,Richburg,AC,Mountain 14,Bolivar,Richburg,12,0,22,,2002,"Bolivar, NY
(42.066701, -78.167667)"
31013051270000,Chautauqua,"Vertical Energy, Inc.",05127,00,00,OD,Busti,AC,Towne Robert E 1,Busti,Glade,1,0,1,8,2001,"Busti, NY
(42.038067, -79.283549)"
31003652610000,Allegany,"C.O.G. Development & Resources, Inc.",65261,00,00,OD,Richburg,IN,Meadowbank ma6,Bolivar,Richburg,0,,0,0,2005,"Bolivar, NY
(42.066701, -78.167667)"
31013226480000,Chautauqua,"EnerVest Operating, LLC",22648,00,00,GD,Lakeshore,AC,Giltinan 1,Kiantone,Medina,12,4098,0,0,2003,"Kiantone, NY
(42.021944, -79.198276)"
31013241700000,Chautauqua,"Universal Resources Holdings, Inc.",24170,00,00,GD,Lakeshore,AC,Ulrich Unit 7,Charlotte,Medina,12,3386,150,,2007,"Charlotte, NY
(43.255001, -77.617203)"
31013201520000,Chautauqua,"Kastle Resources Enterprises, Inc.",20152,00,00,GD,Lakeshore,AC,Gertrude 1,Ellington,Medina,,1218,0,,2002,"Ellington, NY
(42.215868, -79.108075)"
31009653820000,Cattaraugus,"Little, Jay R.",65382,00,00,OD,Chipmunk,AC,Pfoutsi 3,Carrollton,Chipmunk,12,,0,93,2007,"Carrollton, NY
(42.023289, -78.628438)"
31069215010000,Ontario,Seneca Resources Corp.,21501,00,00,GW,Whetstone Brook,PA,Ashley 7265,Richmond,Not Applicable,12,253,0,,2002,"Richmond, NY
(42.790065, -77.516695)"
31009684650000,Cattaraugus,"Woodruff, Michael C.",68465,00,00,OD,Bradford,AC,McDivitt  014,Olean,Bradford,0,,0,0,2006,"Olean, NY
(42.077495, -78.429849)"
31013129450000,Chautauqua,Seneca Resources Corp.,12945,00,00,GW,Lakeshore,AC,Simmental 6660,Busti,Medina,12,1343,11,,2003,"Busti, NY
(42.038067, -79.283549)"
31013152550000,Chautauqua,Gemini Oil Company,15255,00,00,OD,Busti,NR,Muntz 17,Busti,Glade,12,0,0,7,2007,"Busti, NY
(42.038067, -79.283549)"
31013209450000,Chautauqua,Empire Energy E&P LLC,20945,00,00,GD,Lakeshore,AC,Thompson N 1,French Creek,Medina,12,122,,,2001,"French Creek, NY
(42.053599, -79.703602)"
31003100370000,Allegany,Richardson Petroleum Corp.,10037,00,00,OD,Beech Hill-Independence,AC,13 Quintette-Stillma,Independence,Fulmer Valley,12,78,7,30,2001,"Independence, NY
(42.088045, -77.781386)"
31013108410000,Chautauqua,Empire Energy E&P LLC,10841,00,00,GD,Lakeshore,AC,Burgun 1166,Pomfret,Medina,1,112,0,0,2004,"Pomfret, NY
(42.439996, -79.331441)"
31003652190000,Allegany,"Zlomek, John",65219,00,00,OD,Richburg,NR,Quick 2,Alma,Richburg,12,,0,7,2006,"Alma, NY
(42.012207, -78.060759)"
31009128380000,Cattaraugus,"East Resources, Inc.",12838,00,00,IW,Bradford,PA,Enterprise Transit St 067,Allegany,"Chipmunk, Bradford 2nd & 3rd",12,0,3456,0,2005,"Allegany, NY
(42.088061, -78.491258)"
31009628460000,Cattaraugus,"Hemlock Oil & Gas Co., Inc.",62846,00,00,OD,Bradford,IN,Rumsey So 121,Allegany,Bradford,12,0,0,,2001,"Allegany, NY
(42.088061, -78.491258)"
31101238530000,Steuben,Nathan Petroleum Corp.,23853,00,00,OD,Beech Hill-Independence,AC,Edwards II  47,West Union,Fulmer Valley,12,776,11,185,2007,"West Union, NY
(42.094951, -77.725816)"
31013187350000,Chautauqua,"Kastle Resources Enterprises, Inc.",18735,00,00,GD,Lakeshore,AC,Lenczyk 1,Ellington,Medina,9,1140,0,0,2005,"Ellington, NY
(42.215868, -79.108075)"
31013219780000,Chautauqua,"Resource Energy, LLC",21978,00,00,GD,Lakeshore,AC,Sears 5,North Harmony,Grimsby,12,1759,75,0,2001,"North Harmony, NY
(42.094296, -79.374999)"
31013186490000,Chautauqua,"Kastle Resources Enterprises, Inc.",18649,00,00,GD,Lakeshore,AC,Tarr 2,Ellington,Medina,,1215,0,,2003,"Ellington, NY
(42.215868, -79.108075)"
31003104400000,Allegany,Francis Root Oil Co.,10440,00,00,IW,Richburg,PA,A-H Lot 80-P16-80,Alma,Richburg,0,0,0,0,2002,"Alma, NY
(42.012207, -78.060759)"
31003608350000,Allegany,Emerald Oil Company,60835,00,00,OD,Richburg,AC,Putnam-Jordan 4,Wirt,Richburg,12,0,0,,2001,"Wirt, NY
(42.137408, -78.150594)"
31029034280000,Erie,Iroquois Gas Corp.,03428,00,00,GD,Lakeview,PA,Elemke W F 1,Brant,Medina,0,0,,,2001,"Brant, NY
(42.58859, -79.044449)"
31011205130000,Cayuga,Minard Run Oil Co.,20513,00,00,GD,West Auburn,AC,Schenck 807-3,Springport,Queenston,12,2182,0,0,2004,"Springport, NY
(42.842233, -76.691958)"
31029144120000,Erie,"GFS Energy, Inc.",14412,00,00,GD,Buffalo Creek,AC,Rupp 1,Elma,Medina,11,2691,0,0,2001,"Elma, NY
(42.822476, -78.636722)"
31101216490000,Steuben,Nathan Petroleum Corp.,21649,00,00,OD,Beech Hill-Independence,AC,Edwards 3,West Union,Fulmer Valley,12,154,5,38,2004,"West Union, NY
(42.094951, -77.725816)"
31013144680000,Chautauqua,"Stedman Energy, Inc.",14468,00,00,GD,Lakeshore,AC,Battaglia-Thomas 2,Chautauqua,Medina,12,18795,0,0,2002,"Chautauqua, NY
(42.251704, -79.501693)"
31029223520000,Erie,"Zukowski, Eve",22352,00,00,GD,Concord,IN,"Zukowski,E 1",Concord,Medina,12,,,,2004,"Concord, NY
(42.535259, -78.731387)"
31003659080000,Allegany,"Simon of Bolivar Enterprises, Inc.",65908,00,00,OD,Richburg,IN,A&F Oil Co. 54,Genesee,Richburg,1,,15,2,2003,"Genesee, NY
(42.02693, -78.205893)"
31013143300000,Chautauqua,"Eclipse Energy Company, LLC",14330,00,00,GD,Lakeshore,IN,Thompson 3101,Westfield,Medina,12,460,0,,2005,"Westfield, NY
(42.324884, -79.573821)"
31013114590000,Chautauqua,Empire Energy E&P LLC,11459,00,00,GD,Lakeshore,AC,McCutcheon 222,Westfield,Medina,12,2861,45,0,2003,"Westfield, NY
(42.324884, -79.573821)"
31013118620000,Chautauqua,"Resource Energy, LLC",11862,00,00,GD,Lakeshore,AC,Carpenter 2,North Harmony,Medina,12,2556,85,0,2007,"North Harmony, NY
(42.094296, -79.374999)"
31029148880000,Erie,"Ford Gum & Machine Co.,  Inc.",14888,00,00,GD,Akron,AC,Ford Gum 1,Newstead,Grimsby,12,1135,,,2003,"Newstead, NY
(43.021136, -78.495603)"
31013159390000,Chautauqua,Great Lakes Energy Partners,15939,00,00,GD,Lakeshore,AC,NYSRA 3-7,Chautauqua,Medina,12,284,0,0,2005,"Chautauqua, NY
(42.251704, -79.501693)"
31009660840000,Cattaraugus,Thomas A Miller Oil Co.,66084,00,00,OW,Bradford,SI,Mapes 5,Allegany,Bradford,12,0,0,0,2007,"Allegany, NY
(42.088061, -78.491258)"
31011046510000,Cayuga,Minard Run Oil Co.,04651,00,00,GD,West Auburn,AC,Modern Tissue 1 (769-1),Springport,Queenston,12,2117,,,2002,"Springport, NY
(42.842233, -76.691958)"
31009123810000,Cattaraugus,SWEPI LP,12381,00,00,OD,Bradford,AC,Enterprise Transit St 113,Allegany,"Chipmunk, Bradford 2nd & 3rd",12,0,0,130,2001,"Allegany, NY
(42.088061, -78.491258)"
31003662380000,Allegany,Estate of James D. Greene,66238,00,00,IW,Ford's Brook,IN,Fassett w4,Alma,Richburg,0,0,0,0,2002,"Alma, NY
(42.012207, -78.060759)"
31003676280000,Allegany,SK Enterprises,67628,00,00,OD,Richburg,IN,Van Welch 343,Bolivar,Richburg,12,0,0,,2001,"Bolivar, NY
(42.066701, -78.167667)"
31013108840000,Chautauqua,Empire Energy E&P LLC,10884,00,00,GD,Lakeshore,AC,Palmer 74,Portland,Medina,12,567,0,0,2006,"Portland, NY
(42.379838, -79.467344)"
31013180350000,Chautauqua,"Stedman Energy, Inc.",18035,00,00,GD,Lakeshore,AC,Lown 2a,Ellery,Medina,12,561,0,,2007,"Ellery, NY
(42.159868, -79.393216)"
31003676640000,Allegany,Collins Oil Co.,67664,00,00,OD,Richburg,IN,Coats 7,Wirt,Richburg,6,0,0,,2002,"Wirt, NY
(42.137408, -78.150594)"
31077237590000,Otsego,Gastem USA Inc.,23759,00,00,GD,Not Applicable,PA,Pullis 1,Springfield,Utica,0,0,0,,2007,"Springfield, NY
(42.836116, -74.85344)"
31009164220000,Cattaraugus,"Texas Keystone, Inc.",16422,00,00,GD,Lakeshore,AC,Gibbs 1,Persia,Medina,3,133,0,,2006,"Persia, NY
(42.384131, -78.936278)"
31003697980000,Allegany,"Hogan Energy, Inc.",69798,00,00,IW,Clarksville,IN,Nichols 364(G),Clarksville,Not Applicable,0,,,0,2004,"Clarksville, NY
(42.575802, -73.964401)"
31011135630000,Cayuga,"OI. Auburn, Inc.",13563,00,00,GD,West Auburn,AC,Thurston T108-8,Throop,Queenston,12,793,,,2004,"Throop, NY
(42.972426, -76.588093)"
31009650300000,Cattaraugus,"BDH Oil, Inc.",65030,00,00,OD,Chipmunk,NR,Nichols Run Eo-23,Allegany,Chipmunk & Bradford 2nd,1,,5,1,2004,"Allegany, NY
(42.088061, -78.491258)"
31121176030000,Wyoming,United States Gypsum Co.,17603,00,00,GD,Danley Corners,AC,Beagle 1,Bennington,Medina,12,1440,0,0,2001,"Bennington, NY
(42.837023, -78.397809)"
31011206080000,Cayuga,Minard Run Oil Co.,20608,00,00,GD,West Auburn,AC,Burtless 1043-2,Aurelius,Queenston,12,0,0,0,2007,"Aurelius, NY
(42.924099, -76.5588)"
31037195200000,Genesee,United States Gypsum Co.,19520,00,00,GD,Huron Creek,AC,Doll 2,Pembroke,Medina,12,519,40,0,2002,"Pembroke, NY
(42.997549, -78.435048)"
31013126540000,Chautauqua,"Edgewood Investments, Inc.",12654,00,00,GD,Lakeshore,NR,True Temper 1,Dunkirk,Medina,12,5279,59,,2003,"Dunkirk, NY
(42.481338, -79.333958)"
31013052870000,Chautauqua,Gemini Oil Company,05287,00,00,OD,Busti,IN,Muntz Nora 1,Busti,Glade,12,0,0,,2002,"Busti, NY
(42.038067, -79.283549)"
31003636710000,Allegany,Hunt Oil Co.,63671,00,00,OD,Richburg,AC,Bellamy Farm 15,Alma,Richburg,12,,,5,2004,"Alma, NY
(42.012207, -78.060759)"
31009650180000,Cattaraugus,"BDH Oil, Inc.",65018,00,00,OD,Chipmunk,NR,Nichols Run Eo-11,Allegany,Chipmunk & Bradford 2nd,12,,200,20,2002,"Allegany, NY
(42.088061, -78.491258)"
31013142970000,Chautauqua,Seneca Resources Corp.,14297,00,00,GD,Lakeshore,AC,"Anderson, C 6651",Busti,Medina,6,139,0,,2004,"Busti, NY
(42.038067, -79.283549)"
31013117090000,Chautauqua,"Ark, Samuel J. & Mary P.",11709,00,00,GD,Lakeshore,AC,Fee 2,Sheridan,Medina,12,222,0,,2006,"Sheridan, NY
(42.485764, -79.241801)"
31009217690000,Cattaraugus,Fault Line Oil Corp.,21769,00,00,GE,Ashford,AC,Widrig 1,Ashford,Medina,9,810,,,2004,"Ashford, NY
(42.403846, -78.612179)"
31003607700000,Allegany,Emerald Oil Company,60770,00,00,OD,Richburg,AC,Pitzrick 9,Wirt,Richburg,9,,6,,2002,"Wirt, NY
(42.137408, -78.150594)"
31013160660000,Chautauqua,"REI-NY, LLC",16066,00,00,GD,Lakeshore,AC,Damon 1,Gerry,Medina,12,2844,45,0,2006,"Gerry, NY
(42.194749, -79.250394)"
31003127000000,Allegany,"Plants & Goodwin, Inc.",12700,00,00,OD,Beech Hill-Independence,PA,Mervine 19,Independence,Fulmer Valley,12,530,74,70,2003,"Independence, NY
(42.088045, -77.781386)"
31003673660000,Allegany,"Dick, James F Jr",67366,00,00,OD,Richburg,IN,Cobble 01,Wirt,Richburg,0,0,0,,2005,"Wirt, NY
(42.137408, -78.150594)"
31009603080000,Cattaraugus,"Little, Jay R.",60308,00,00,OD,Chipmunk,AC,Pfoutsi 14,Carrollton,Chipmunk,12,0,0,,2001,"Carrollton, NY
(42.023289, -78.628438)"
31003604760000,Allegany,Wasson & Regis Oil Co.,60476,00,00,OD,Richburg,AC,Stillman 24,Bolivar,Richburg,6,0,0,,2001,"Bolivar, NY
(42.066701, -78.167667)"
31009152750000,Cattaraugus,Case Brothers Inc.,15275,00,00,OD,Bradford,AC,Smith 13,Allegany,Bradford,12,,5,40,2006,"Allegany, NY
(42.088061, -78.491258)"
31013146320000,Chautauqua,Great Lakes Energy Partners,14632,00,00,GD,Lakeshore,AC,"Hendrickson, G. No.1",Westfield,Medina,12,7403,0,0,2005,"Westfield, NY
(42.324884, -79.573821)"
31121185160000,Wyoming,"Stedman Energy, Inc.",18516,00,00,GD,Chaffee-Arcade,AC,Jackim 2,Arcade,Medina,12,536,0,,2006,"Arcade, NY
(42.534125, -78.423151)"
31013125390000,Chautauqua,"Kastle Resources Enterprises, Inc.",12539,00,00,GD,Lakeshore,AC,Maziar NY 22,Cherry Creek,Grimsby,12,6090,0,,2006,"Cherry Creek, NY
(42.296322, -79.099108)"
31013171730000,Chautauqua,"Kastle Resources Enterprises, Inc.",17173,00,00,GD,Lakeshore,AC,Schulz 2,Ellington,Medina,,768,0,,2002,"Ellington, NY
(42.215868, -79.108075)"
31013171920000,Chautauqua,"Kastle Resources Enterprises, Inc.",17192,00,00,GD,Lakeshore,AC,Wehrenberg 1,Ellington,Medina,12,664,0,,2007,"Ellington, NY
(42.215868, -79.108075)"
31009166760000,Cattaraugus,McKellpee Energy Corp.,16676,00,00,OD,Bradford,AC,Utter Purchase 51,Allegany,Bradford,12,0,0,,2002,"Allegany, NY
(42.088061, -78.491258)"
31009653600000,Cattaraugus,"BDH Oil, Inc.",65360,00,00,IW,Chipmunk,PA,Nichols Run Hw-24,Allegany,Chipmunk & Bradford 2nd,0,,0,0,2006,"Allegany, NY
(42.088061, -78.491258)"
31003184020000,Allegany,Klein Oil & Logging,18402,00,00,OD,Richburg,AC,2-43 Lot 43,Alma,Richburg,6,1,5,5,2006,"Alma, NY
(42.012207, -78.060759)"
31013172180000,Chautauqua,Empire Energy E&P LLC,17218,00,00,GD,Lakeshore,AC,"Cooper,J 4",Poland,Medina,11,781,0,0,2003,"Poland, NY
(43.226463, -75.062063)"
31013172650000,Chautauqua,"Stedman Energy, Inc.",17265,00,00,GD,Lakeshore,AC,Reed 3,Sherman,Medina,12,1782,100,0,2006,"Sherman, NY
(42.159351, -79.595176)"
31013219360000,Chautauqua,Empire Energy E&P LLC,21936,00,00,GD,Lakeshore,AC,Weiler 1253,Poland,Medina,12,1240,0,0,2004,"Poland, NY
(43.226463, -75.062063)"
31003668750000,Allegany,United Processing Corp.,66875,00,00,OD,Fulmer Valley,NR,Perry 20,Andover,Fulmer Valley,0,,0,0,2005,"Andover, NY
(42.156405, -77.795231)"
31013209020000,Chautauqua,Seneca Resources Corp.,20902,00,00,GD,Sprague Hill,AC,"Bloomquist, A 7327",Poland,Medina,12,2782,2,38,2004,"Poland, NY
(43.226463, -75.062063)"
31009622260000,Cattaraugus,M. J. McCaffery Oil Co.,62226,00,00,OD,Chipmunk,NR,Roggenbaum 17,Carrollton,Chipmunk,4,0,0,,2001,"Carrollton, NY
(42.023289, -78.628438)"
